lmstar,z_best,lsma,lssfr,dlsma,dlssfr,lAv,b2a,ssfr_flag,lsigsfr,sigstar,lSIGgas_KS,lSIGgas_eKS,lSIGgas_dyn_TF,lSIGgas_dyn_GMs,lSIGgas_dyn_GMtot,lSIGgas_re,lSIGmol_T18,lSIGmol_mff,lSIGmol_mff_varyH,lmgas_KS,lmgas_eKS,lmgas_dyn_TF,lmgas_dyn_GMs,lmgas_dyn_GMtot,lmgas_re,lmmol_T18,lmmol_mff,lmmol_mff_varyH,lmmol_re,lAvtot_KS,lAvtot_eKS,lAvtot_dyn_TF,lAvtot_dyn_GMs,lAvtot_dyn_GMtot,lAvtot_re,lAvmol_T18,lAvmol_mff,lAvmol_mff_varyH,ltautot_KS,ltautot_eKS,ltautot_dyn_TF,ltautot_dyn_GMs,ltautot_dyn_GMtot,ltautot_re,ltaumol_T18,ltaumol_mff,ltaumol_mff_varyH
9.072,0.655,-0.012,-8.591,-0.416,0.337,0.095,0.814,1.000,-0.294,8.297,8.613,11.838,719815279.239,8.954,8.582,8.315,7.929,8.216,8.546,9.388,12.613,719815280.013,9.729,9.357,8.789,8.704,8.991,9.321,8.403,0.882,4.107,inf,1.224,0.852,0.584,0.199,0.486,0.815,0.847,4.071,inf,1.188,0.816,0.548,0.163,0.450,0.780
9.766,1.540,0.587,-8.815,0.143,-0.127,-0.097,0.619,1.000,-1.020,7.795,8.087,11.384,290220170.210,8.778,8.265,7.958,7.715,7.772,8.301,10.058,13.356,290220172.182,10.750,10.237,9.629,9.686,9.744,10.273,9.385,0.383,3.681,inf,1.075,0.562,0.255,0.011,0.069,0.598,0.348,3.645,inf,1.039,0.526,0.219,-0.024,0.033,0.562
10.580,1.297,-0.107,-10.400,-0.683,-1.433,-0.205,0.675,-1.000,-0.405,9.995,8.533,10.881,148109501.491,7.947,7.945,8.855,8.988,8.170,8.467,9.117,11.466,148109502.076,8.532,8.530,9.139,9.573,8.754,9.052,9.272,1.105,3.454,inf,0.520,0.518,1.428,1.561,0.742,1.040,1.070,3.418,inf,0.484,0.482,1.392,1.525,0.707,1.004
9.207,1.641,0.386,-8.738,0.010,-0.192,-0.517,0.206,1.000,-1.100,7.637,8.029,11.385,218049763.866,8.677,8.138,7.924,7.386,7.878,8.340,9.598,12.955,218049765.435,10.246,9.707,9.193,8.956,9.447,9.909,8.655,0.065,3.421,inf,0.713,0.174,-0.040,-0.577,-0.086,0.376,0.029,3.386,inf,0.677,0.139,-0.075,-0.613,-0.122,0.340
11.033,2.448,0.085,-9.181,-0.455,-0.145,0.152,0.971,1.000,0.885,10.066,9.468,12.098,3414652468.244,9.297,9.263,9.326,9.767,8.977,9.339,10.435,13.066,3414652469.212,10.264,10.230,9.992,10.735,9.944,10.306,10.434,2.030,4.660,inf,1.859,1.825,1.888,2.329,1.539,1.901,1.994,4.625,inf,1.823,1.789,1.852,2.294,1.503,1.865
9.580,1.567,-0.271,-9.179,-0.692,-0.538,-0.074,0.651,0.000,0.145,9.324,8.931,11.750,662392315.769,8.750,8.699,8.935,8.887,8.541,8.784,9.187,12.007,662392316.025,9.006,8.955,8.890,9.143,8.798,9.041,8.842,1.149,3.969,inf,0.968,0.917,1.153,1.105,0.760,1.003,1.113,3.933,inf,0.932,0.881,1.117,1.069,0.724,0.967
9.813,0.668,0.640,-9.145,0.121,-0.170,0.114,0.289,1.000,-1.411,7.735,7.804,11.035,136482387.543,8.445,8.051,7.695,7.376,7.622,8.169,9.882,13.113,136482389.622,10.523,10.129,9.472,9.454,9.700,10.247,9.153,0.309,3.540,inf,0.949,0.556,0.199,-0.119,0.127,0.673,0.273,3.504,inf,0.913,0.520,0.164,-0.155,0.091,0.638
9.029,0.734,0.075,-8.444,-0.323,0.482,-0.097,0.826,1.000,-0.362,8.082,8.564,11.879,755957736.720,9.037,8.536,8.215,7.799,8.169,8.527,9.511,12.827,755957737.667,9.984,9.484,8.862,8.747,9.116,9.475,8.446,0.787,4.103,inf,1.260,0.760,0.439,0.023,0.392,0.751,0.751,4.067,inf,1.224,0.724,0.403,-0.013,0.357,0.715
9.422,1.002,0.586,-8.870,0.168,-0.117,-0.033,0.462,1.000,-1.419,7.451,7.798,11.168,149370743.357,8.551,7.985,7.670,7.194,7.548,8.077,9.768,13.139,149370745.327,10.521,9.955,9.339,9.165,9.519,10.047,8.864,0.089,3.460,inf,0.842,0.276,-0.038,-0.514,-0.160,0.369,0.054,3.424,inf,0.807,0.240,-0.074,-0.550,-0.196,0.333
9.970,1.325,0.746,-8.660,0.253,0.194,0.140,0.240,1.000,-0.980,7.680,8.116,11.480,406683669.865,8.956,8.307,7.875,7.729,7.936,8.518,10.406,13.771,406683672.155,11.246,10.597,9.864,10.020,10.226,10.808,9.719,0.524,3.888,inf,1.364,0.715,0.283,0.138,0.344,0.926,0.488,3.853,inf,1.328,0.679,0.247,0.102,0.308,0.890
10.726,2.402,0.161,-8.791,-0.335,0.149,0.227,0.896,1.000,0.814,9.605,9.416,12.260,4144078979.275,9.495,9.370,9.172,9.585,8.942,9.329,10.537,13.381,4144078980.395,10.616,10.491,9.992,10.706,10.062,10.449,10.405,1.907,4.751,inf,1.986,1.861,1.663,2.076,1.433,1.820,1.871,4.715,inf,1.950,1.826,1.628,2.040,1.397,1.784
10.766,1.571,0.485,-9.811,-0.080,-0.867,0.000,0.486,0.000,-0.813,8.998,8.237,10.984,201953631.202,8.333,8.291,8.366,8.400,7.945,8.440,10.006,12.752,201953632.970,10.102,10.059,9.833,10.169,9.714,10.209,9.868,0.817,3.564,inf,0.914,0.871,0.946,0.980,0.525,1.020,0.781,3.528,inf,0.878,0.835,0.910,0.945,0.490,0.985
10.090,0.821,0.764,-9.268,0.202,-0.276,-0.398,0.885,1.000,-1.504,7.764,7.736,10.929,120038895.074,8.398,8.036,7.665,7.420,7.398,7.986,10.062,13.255,120038897.400,10.724,10.362,9.690,9.745,9.723,10.311,9.444,0.276,3.469,inf,0.938,0.575,0.204,-0.041,-0.063,0.525,0.240,3.433,inf,0.902,0.539,0.169,-0.077,-0.099,0.489
9.670,1.297,0.746,-8.553,0.294,0.247,-0.222,0.573,1.000,-1.173,7.379,7.976,11.443,315722358.958,8.913,8.140,7.718,7.423,7.681,8.263,10.267,13.734,315722361.249,11.204,10.431,9.708,9.714,9.972,10.554,9.413,0.287,3.754,inf,1.224,0.451,0.030,-0.265,-0.008,0.574,0.251,3.718,inf,1.188,0.415,-0.006,-0.301,-0.044,0.539
9.740,2.489,0.507,-8.300,0.150,0.333,-0.222,0.568,1.000,-0.373,7.927,8.556,11.947,1076693785.300,9.320,8.615,8.260,8.148,8.216,8.719,10.369,13.759,1076693787.113,11.133,10.428,9.772,9.961,10.029,10.531,9.660,0.685,4.076,inf,1.449,0.744,0.389,0.278,0.345,0.848,0.649,4.040,inf,1.414,0.708,0.353,0.242,0.309,0.812
9.640,1.740,0.098,-8.483,-0.330,0.173,0.000,0.577,1.000,0.162,8.646,8.944,12.106,1546084880.525,9.291,8.924,8.698,8.667,8.570,8.936,9.938,13.101,1546084881.520,10.286,9.919,9.392,9.662,9.565,9.931,9.361,1.152,4.315,inf,1.500,1.133,0.907,0.876,0.779,1.145,1.117,4.280,inf,1.464,1.097,0.871,0.840,0.743,1.110
9.809,0.742,0.516,-9.075,-0.002,-0.100,0.146,0.587,1.000,-1.097,7.978,8.031,11.218,210192343.711,8.575,8.228,7.894,7.659,7.729,8.234,9.862,13.049,210192345.542,10.406,10.058,9.424,9.489,9.560,10.065,9.188,0.517,3.704,inf,1.061,0.713,0.380,0.144,0.214,0.720,0.481,3.668,inf,1.025,0.677,0.344,0.108,0.178,0.684
10.241,1.018,0.821,-8.774,0.292,0.130,0.000,0.776,1.000,-0.974,7.800,8.120,11.426,418368627.450,8.939,8.354,7.901,7.787,7.770,8.377,10.561,13.867,418368629.891,11.380,10.795,10.041,10.228,10.211,10.818,9.927,0.659,3.965,inf,1.478,0.893,0.440,0.325,0.308,0.916,0.623,3.929,inf,1.442,0.857,0.404,0.290,0.273,0.880
10.732,0.732,0.393,-10.739,-0.269,-1.706,-0.393,0.349,-1.000,-1.591,9.148,7.673,10.153,28170082.435,7.434,7.430,8.104,7.891,7.474,7.939,9.257,11.737,28170084.019,9.018,9.014,9.387,9.475,9.059,9.523,9.174,0.337,2.817,inf,0.098,0.093,0.767,0.554,0.138,0.602,0.301,2.781,inf,0.062,0.058,0.731,0.518,0.102,0.566
9.143,0.951,0.195,-8.655,-0.220,0.278,-0.155,0.484,1.000,-0.701,7.954,8.318,11.614,392777776.103,8.822,8.361,8.045,7.649,8.020,8.419,9.507,12.803,392777777.292,10.011,9.549,8.933,8.838,9.209,9.608,8.537,0.514,3.810,inf,1.018,0.557,0.241,-0.155,0.217,0.615,0.478,3.774,inf,0.982,0.521,0.205,-0.191,0.181,0.579
9.431,2.258,0.113,-8.756,-0.201,-0.219,-0.301,0.577,1.000,-0.349,8.407,8.573,11.729,557126760.348,8.906,8.597,8.470,8.226,8.229,8.600,9.597,12.754,557126761.373,9.931,9.621,9.193,9.250,9.254,9.625,8.949,0.595,3.751,inf,0.928,0.619,0.492,0.248,0.251,0.622,0.559,3.715,inf,0.892,0.583,0.456,0.212,0.215,0.586
9.988,2.430,0.414,-8.606,0.022,0.104,-0.062,0.625,1.000,-0.244,8.362,8.649,11.854,1005226632.978,9.185,8.743,8.432,8.455,8.288,8.759,10.275,13.480,1005226634.604,10.811,10.369,9.757,10.081,9.914,10.385,9.780,0.891,4.096,inf,1.427,0.985,0.674,0.697,0.530,1.001,0.856,4.060,inf,1.391,0.949,0.638,0.661,0.494,0.966
10.410,2.450,0.466,-8.602,0.015,0.240,0.079,0.773,1.000,0.077,8.679,8.882,12.007,1845695526.544,9.374,8.986,8.614,8.818,8.472,8.960,10.613,13.738,1845695528.275,11.105,10.717,10.044,10.549,10.202,10.691,10.248,1.275,4.400,inf,1.766,1.379,1.007,1.211,0.864,1.353,1.239,4.364,inf,1.730,1.343,0.971,1.175,0.828,1.317
9.587,1.709,-0.059,-9.023,-0.481,-0.380,-0.517,0.519,1.000,-0.117,8.906,8.741,11.705,586269172.283,8.803,8.677,8.692,8.589,8.400,8.713,9.422,12.386,586269172.963,9.484,9.357,9.072,9.270,9.080,9.394,8.969,0.934,3.898,inf,0.996,0.869,0.885,0.782,0.592,0.906,0.898,3.862,inf,0.960,0.834,0.849,0.746,0.556,0.870
10.970,1.901,0.311,-10.220,-0.279,-1.224,-0.398,0.514,-1.000,-0.669,9.551,8.341,10.847,166644256.612,8.114,8.106,8.593,8.687,8.033,8.470,9.761,12.267,166644258.032,9.533,9.526,9.712,10.107,9.453,9.890,9.806,0.932,3.437,inf,0.704,0.696,1.184,1.277,0.624,1.060,0.896,3.402,inf,0.668,0.660,1.148,1.242,0.588,1.025
9.847,2.312,0.196,-8.874,-0.176,-0.207,-0.702,0.490,1.000,-0.217,8.657,8.669,11.733,705615236.501,8.955,8.717,8.560,8.545,8.341,8.740,9.859,12.923,705615237.692,10.146,9.908,9.450,9.735,9.532,9.930,9.434,0.869,3.933,inf,1.156,0.918,0.761,0.745,0.542,0.940,0.833,3.897,inf,1.120,0.882,0.725,0.709,0.506,0.905
9.447,2.122,0.230,-8.998,-0.086,-0.455,-0.523,0.478,0.000,-0.809,8.189,8.240,11.392,251242337.349,8.615,8.332,8.225,7.892,7.950,8.360,9.498,12.651,251242338.607,9.873,9.591,9.182,9.150,9.209,9.619,8.849,0.293,3.445,inf,0.667,0.385,0.277,-0.055,0.003,0.413,0.257,3.409,inf,0.632,0.350,0.242,-0.091,-0.033,0.377
9.934,0.652,0.051,-9.946,-0.487,-0.963,-0.222,0.914,-1.000,-0.912,9.034,8.165,10.870,102277264.380,7.999,7.980,8.329,8.172,7.788,8.138,9.066,11.770,102277265.280,8.900,8.881,8.928,9.072,8.688,9.039,8.771,0.704,3.408,inf,0.538,0.519,0.867,0.711,0.326,0.677,0.668,3.372,inf,0.502,0.483,0.831,0.675,0.291,0.641
10.290,1.222,0.578,-8.412,0.041,0.501,0.306,0.805,1.000,-0.076,8.336,8.771,12.030,1823007723.185,9.448,8.876,8.413,8.524,8.363,8.889,10.725,13.984,1823007725.139,11.401,10.830,10.066,10.478,10.317,10.843,10.177,1.288,4.547,inf,1.965,1.393,0.930,1.041,0.880,1.406,1.252,4.511,inf,1.929,1.357,0.894,1.005,0.845,1.370
9.294,0.622,0.487,-8.992,0.048,-0.049,0.146,0.211,1.000,-1.469,7.523,7.762,11.084,125655281.046,8.416,7.943,7.611,7.078,7.629,8.124,9.533,12.856,125655282.818,10.187,9.715,9.081,8.849,9.400,9.895,8.548,0.124,3.447,inf,0.778,0.306,-0.027,-0.560,-0.009,0.486,0.088,3.411,inf,0.742,0.270,-0.062,-0.596,-0.045,0.451
9.079,1.806,0.108,-8.471,-0.253,0.042,-0.614,0.364,1.000,-0.406,8.065,8.532,11.845,616463722.368,9.018,8.519,8.338,7.872,8.258,8.628,9.546,12.859,616463723.381,10.032,9.532,9.051,8.886,9.272,9.641,8.585,0.467,3.780,inf,0.953,0.453,0.273,-0.193,0.193,0.562,0.431,3.744,inf,0.917,0.418,0.237,-0.229,0.157,0.527
9.061,0.683,0.216,-8.781,-0.187,0.147,-0.155,0.450,1.000,-0.950,7.831,8.138,11.434,267949006.615,8.645,8.207,7.913,7.383,7.865,8.270,9.367,12.664,267949007.845,9.875,9.437,8.842,8.613,9.095,9.500,8.312,0.393,3.689,inf,0.900,0.462,0.168,-0.362,0.120,0.525,0.357,3.653,inf,0.864,0.426,0.132,-0.397,0.084,0.489
10.013,1.044,0.181,-9.786,-0.318,-0.924,-0.123,0.913,-1.000,-0.933,8.853,8.150,10.939,121221714.522,8.133,8.095,8.300,8.181,7.774,8.168,9.309,12.099,121221715.681,9.293,9.255,9.158,9.341,8.933,9.327,9.040,0.625,3.415,inf,0.608,0.571,0.775,0.657,0.249,0.643,0.589,3.379,inf,0.573,0.535,0.739,0.621,0.213,0.607
10.477,1.613,0.633,-8.691,0.103,0.179,-0.046,0.910,1.000,-0.277,8.414,8.625,11.796,1155516182.631,9.235,8.794,8.382,8.488,8.211,8.756,10.689,13.859,1155516184.694,11.298,10.857,10.145,10.551,10.275,10.819,10.250,1.134,4.305,inf,1.744,1.303,0.891,0.997,0.720,1.265,1.098,4.269,inf,1.708,1.267,0.855,0.961,0.685,1.229
9.083,1.878,0.418,-8.431,0.056,0.083,-0.301,0.227,1.000,-0.981,7.450,8.115,11.594,332528212.366,8.905,8.170,7.913,7.319,7.943,8.416,9.748,13.228,332528213.999,10.539,9.803,9.245,8.952,9.577,10.049,8.651,0.035,3.515,inf,0.826,0.090,-0.167,-0.761,-0.136,0.336,-0.000,3.479,inf,0.790,0.054,-0.203,-0.796,-0.172,0.300
9.978,1.081,0.732,-8.738,0.238,0.118,0.230,0.295,1.000,-1.023,7.716,8.085,11.421,358110081.375,8.888,8.288,7.871,7.696,7.878,8.455,10.347,13.683,358110083.637,11.150,10.550,9.832,9.959,10.140,10.717,9.658,0.543,3.879,inf,1.346,0.745,0.329,0.154,0.335,0.913,0.507,3.843,inf,1.310,0.710,0.293,0.118,0.299,0.877
9.709,0.729,0.587,-8.713,0.084,0.256,-0.009,0.691,1.000,-0.976,7.737,8.119,11.456,350448052.172,8.852,8.278,7.856,7.606,7.786,8.315,10.091,13.428,350448054.144,10.824,10.250,9.527,9.578,9.758,10.287,9.277,0.580,3.917,inf,1.313,0.739,0.317,0.067,0.247,0.776,0.544,3.881,inf,1.277,0.703,0.281,0.031,0.211,0.740
9.576,2.059,0.412,-8.327,0.078,0.256,-0.074,0.281,1.000,-0.372,7.954,8.556,11.933,962181739.846,9.259,8.596,8.287,8.099,8.318,8.789,10.178,13.555,962181741.468,10.881,10.218,9.608,9.721,9.941,10.411,9.420,0.680,4.057,inf,1.383,0.720,0.411,0.222,0.442,0.913,0.644,4.021,inf,1.347,0.684,0.375,0.187,0.406,0.877
9.173,0.488,0.540,-9.725,0.100,-0.437,-0.301,0.356,1.000,-2.430,7.295,7.065,10.265,18620240.647,7.595,7.357,7.060,6.366,6.912,7.426,8.943,12.143,18620242.525,9.473,9.235,8.637,8.243,8.790,9.303,7.942,-0.565,2.634,inf,-0.036,-0.274,-0.571,-1.265,-0.718,-0.205,-0.601,2.599,inf,-0.072,-0.310,-0.606,-1.301,-0.754,-0.241
9.516,0.952,0.215,-8.525,-0.258,0.431,0.041,0.624,1.000,-0.237,8.288,8.654,11.898,909014204.750,9.129,8.679,8.323,8.200,8.293,8.698,9.882,13.125,909014205.978,10.357,9.907,9.249,9.428,9.521,9.926,9.127,0.994,4.237,inf,1.468,1.019,0.662,0.540,0.633,1.037,0.958,4.201,inf,1.433,0.983,0.626,0.504,0.597,1.002
9.828,1.961,0.514,-8.702,0.063,0.002,0.079,0.496,1.000,-0.701,8.002,8.318,11.591,489792886.306,8.958,8.457,8.142,8.005,8.017,8.522,10.145,13.417,489792888.132,10.785,10.284,9.667,9.832,9.844,10.348,9.531,0.565,3.837,inf,1.205,0.703,0.388,0.251,0.263,0.768,0.529,3.801,inf,1.169,0.667,0.352,0.215,0.227,0.732
10.825,2.152,0.155,-9.425,-0.355,-0.454,0.152,0.570,-1.000,0.291,9.716,9.037,11.697,1156984041.151,8.913,8.882,9.010,9.322,8.658,9.043,10.146,12.805,1156984042.260,10.022,9.990,9.817,10.431,9.767,10.152,10.130,1.575,4.234,inf,1.451,1.420,1.548,1.860,1.196,1.581,1.539,4.199,inf,1.415,1.384,1.512,1.824,1.160,1.545
9.360,0.848,0.118,-8.768,-0.330,0.179,-0.216,0.498,1.000,-0.443,8.325,8.505,11.679,513678310.838,8.856,8.535,8.264,8.023,8.188,8.561,9.540,12.714,513678311.873,9.891,9.570,8.998,9.058,9.223,9.596,8.757,0.818,3.992,inf,1.169,0.848,0.577,0.336,0.501,0.874,0.782,3.957,inf,1.134,0.812,0.541,0.300,0.465,0.838
9.124,1.403,0.806,-9.117,0.428,-0.418,-0.339,0.185,1.000,-2.404,6.713,7.084,10.582,30662901.420,8.046,7.370,7.072,6.251,7.024,7.626,9.495,12.992,30662903.831,10.456,9.780,9.182,8.662,9.435,10.037,8.361,-0.860,2.638,inf,0.102,-0.574,-0.872,-1.693,-0.920,-0.318,-0.895,2.602,inf,0.066,-0.610,-0.908,-1.729,-0.956,-0.353
10.127,2.433,-0.592,-9.231,-1.004,-0.477,-0.097,0.951,0.000,1.282,10.512,9.755,12.260,3059572363.556,9.132,9.123,9.725,10.154,9.244,9.381,9.370,11.875,3059572363.170,8.747,8.738,9.039,9.769,8.859,8.995,9.468,2.050,4.555,inf,1.428,1.419,2.021,2.450,1.540,1.676,2.014,4.519,inf,1.392,1.383,1.985,2.414,1.504,1.640
9.124,1.295,0.420,-8.841,0.042,-0.142,-0.194,0.292,1.000,-1.355,7.486,7.844,11.214,142154957.140,8.515,7.981,7.725,7.127,7.658,8.131,9.482,12.852,142154958.778,10.153,9.619,9.062,8.765,9.296,9.769,8.463,-0.070,3.299,inf,0.600,0.066,-0.190,-0.788,-0.257,0.216,-0.106,3.263,inf,0.564,0.030,-0.226,-0.824,-0.293,0.180
9.253,0.623,0.699,-9.074,0.267,-0.134,-0.699,0.617,1.000,-2.018,7.056,7.364,10.785,59977253.678,8.206,7.616,7.248,6.574,7.107,7.674,9.560,12.981,59977255.874,10.403,9.813,9.144,8.771,9.304,9.870,8.470,-0.288,3.132,inf,0.554,-0.036,-0.404,-1.078,-0.545,0.021,-0.324,3.097,inf,0.518,-0.072,-0.440,-1.114,-0.581,-0.014
9.470,0.861,0.508,-8.773,0.042,0.181,0.152,0.226,1.000,-1.116,7.657,8.017,11.360,246108614.900,8.712,8.166,7.782,7.438,7.854,8.356,9.831,13.173,246108616.713,10.525,9.979,9.295,9.252,9.667,10.170,8.951,0.366,3.709,inf,1.061,0.515,0.131,-0.213,0.202,0.705,0.330,3.673,inf,1.025,0.479,0.095,-0.249,0.167,0.669
9.267,0.958,0.430,-9.044,-0.004,-0.104,0.160,0.252,1.000,-1.435,7.609,7.786,11.074,112911678.174,8.378,7.959,7.654,7.168,7.625,8.102,9.444,12.732,112911679.833,10.036,9.617,9.011,8.826,9.283,9.760,8.525,0.030,3.318,inf,0.622,0.204,-0.102,-0.588,-0.130,0.347,-0.005,3.282,inf,0.586,0.168,-0.137,-0.623,-0.166,0.311
9.783,1.042,0.569,-8.651,0.101,0.169,-0.222,0.584,1.000,-0.803,7.848,8.244,11.568,462719717.044,8.960,8.388,8.010,7.819,7.925,8.448,10.179,13.503,462719718.979,10.895,10.323,9.644,9.754,9.860,10.383,9.453,0.651,3.975,inf,1.367,0.795,0.417,0.226,0.332,0.855,0.615,3.939,inf,1.331,0.759,0.381,0.190,0.296,0.819
9.017,0.782,0.106,-9.081,-0.290,-0.156,-0.172,0.590,1.000,-1.074,8.007,8.048,11.226,156913178.550,8.378,8.116,7.931,7.373,7.743,8.112,9.058,12.235,156913179.560,9.388,9.125,8.639,8.382,8.753,9.122,8.081,0.249,3.427,inf,0.579,0.317,0.132,-0.426,-0.056,0.313,0.213,3.391,inf,0.543,0.281,0.096,-0.462,-0.091,0.277
9.365,0.532,0.351,-9.035,-0.099,-0.088,-0.097,0.361,1.000,-1.170,7.865,7.978,11.203,177950763.364,8.476,8.123,7.838,7.385,7.750,8.201,9.479,12.704,177950764.864,9.976,9.623,9.037,8.885,9.251,9.701,8.584,0.394,3.620,inf,0.892,0.539,0.254,-0.199,0.166,0.617,0.359,3.584,inf,0.856,0.503,0.218,-0.235,0.131,0.581
9.405,1.340,0.127,-8.897,-0.289,-0.147,-0.029,0.452,1.000,-0.544,8.353,8.432,11.567,383884293.371,8.746,8.476,8.306,8.049,8.135,8.511,9.484,12.619,383884294.423,9.797,9.527,9.056,9.100,9.187,9.562,8.799,0.629,3.764,inf,0.943,0.673,0.503,0.246,0.332,0.708,0.593,3.729,inf,0.907,0.637,0.467,0.210,0.297,0.672
9.207,1.323,0.347,-8.523,-0.042,0.191,-0.112,0.427,1.000,-0.808,7.715,8.240,11.629,397474247.172,8.910,8.299,7.999,7.564,7.967,8.416,9.732,13.121,397474248.664,10.402,9.791,9.189,9.056,9.459,9.908,8.755,0.356,3.745,inf,1.026,0.415,0.114,-0.320,0.082,0.531,0.320,3.709,inf,0.990,0.379,0.078,-0.356,0.047,0.496
10.041,1.341,0.186,-8.944,-0.317,-0.077,0.328,0.604,1.000,-0.073,8.871,8.773,11.765,864815809.642,8.987,8.806,8.617,8.706,8.407,8.802,9.943,12.936,864815810.812,10.157,9.976,9.487,9.876,9.577,9.973,9.575,1.201,4.193,inf,1.414,1.233,1.045,1.133,0.834,1.230,1.165,4.157,inf,1.379,1.197,1.009,1.097,0.798,1.194
9.611,2.419,0.238,-8.519,-0.101,0.074,-0.046,0.422,1.000,-0.182,8.337,8.694,11.927,973119720.991,9.171,8.724,8.487,8.366,8.386,8.799,9.968,13.200,973119722.264,10.445,9.998,9.460,9.640,9.660,10.072,9.339,0.775,4.008,inf,1.252,0.805,0.568,0.447,0.467,0.880,0.739,3.972,inf,1.216,0.769,0.532,0.411,0.431,0.844
9.344,1.742,0.151,-8.780,-0.242,-0.199,-0.393,0.379,1.000,-0.535,8.245,8.438,11.630,423986237.469,8.821,8.482,8.330,8.004,8.167,8.550,9.538,12.730,423986238.569,9.920,9.581,9.129,9.103,9.266,9.650,8.802,0.517,3.709,inf,0.899,0.560,0.409,0.082,0.245,0.629,0.481,3.673,inf,0.864,0.525,0.373,0.047,0.210,0.593
10.017,1.040,0.526,-8.759,0.027,0.104,0.279,0.347,1.000,-0.593,8.166,8.397,11.613,586747201.722,8.990,8.548,8.183,8.111,8.141,8.649,10.248,13.464,586747203.573,10.841,10.399,9.733,9.962,9.992,10.500,9.661,0.874,4.090,inf,1.467,1.025,0.660,0.588,0.618,1.126,0.838,4.055,inf,1.431,0.989,0.624,0.552,0.582,1.091
9.481,0.936,0.148,-8.804,-0.320,0.150,-0.398,0.593,1.000,-0.416,8.388,8.525,11.674,529135921.872,8.866,8.565,8.293,8.123,8.181,8.564,9.618,12.767,529135922.966,9.960,9.658,9.086,9.216,9.275,9.657,8.915,0.856,4.006,inf,1.198,0.897,0.625,0.455,0.513,0.895,0.820,3.970,inf,1.162,0.861,0.589,0.419,0.477,0.859
9.400,1.337,0.069,-9.024,-0.346,-0.275,-0.222,0.363,1.000,-0.561,8.463,8.419,11.496,324360735.554,8.645,8.444,8.338,8.078,8.155,8.512,9.356,12.432,324360736.491,9.581,9.381,8.974,9.015,9.092,9.449,8.714,0.615,3.691,inf,0.840,0.640,0.534,0.274,0.351,0.707,0.579,3.655,inf,0.805,0.604,0.498,0.238,0.315,0.672
9.700,0.286,0.193,-10.168,-0.349,-0.875,-0.222,0.980,-1.000,-1.652,8.516,7.629,10.410,34261244.172,7.589,7.565,7.769,7.390,7.284,7.682,8.813,11.594,34261245.355,8.773,8.748,8.652,8.573,8.468,8.866,8.272,0.209,2.990,inf,0.169,0.144,0.349,-0.031,-0.136,0.262,0.173,2.954,inf,0.133,0.108,0.313,-0.067,-0.172,0.226
9.749,2.409,0.503,-8.597,0.144,0.039,-0.155,0.792,1.000,-0.651,7.946,8.354,11.667,558024476.707,9.030,8.471,8.164,8.003,7.982,8.483,10.157,13.470,558024478.510,10.833,10.274,9.666,9.806,9.786,10.286,9.505,0.499,3.811,inf,1.175,0.615,0.309,0.147,0.127,0.628,0.463,3.776,inf,1.139,0.579,0.273,0.111,0.091,0.592
9.706,0.384,-0.010,-10.713,-0.553,-1.420,-0.995,0.368,-1.000,-1.785,8.928,7.533,10.075,14967202.378,7.149,7.145,7.865,7.510,7.338,7.668,8.310,10.853,14967203.155,7.926,7.923,8.341,8.287,8.115,8.445,7.986,0.087,2.629,inf,-0.298,-0.301,0.419,0.063,-0.109,0.221,0.051,2.593,inf,-0.333,-0.337,0.383,0.028,-0.144,0.186
9.312,0.993,0.490,-9.436,0.049,-0.492,-0.523,0.360,0.000,-1.902,7.534,7.448,10.658,42620274.907,7.978,7.689,7.456,6.902,7.263,7.759,9.226,12.436,42620276.685,9.757,9.468,8.933,8.680,9.041,9.537,8.379,-0.300,2.910,inf,0.230,-0.059,-0.292,-0.846,-0.486,0.011,-0.336,2.874,inf,0.195,-0.094,-0.328,-0.882,-0.521,-0.025
9.260,0.678,0.386,-9.065,-0.048,-0.125,-0.188,0.605,1.000,-1.375,7.690,7.830,11.092,125048273.440,8.376,7.992,7.705,7.189,7.539,8.001,9.400,12.662,125048275.010,9.945,9.562,8.973,8.759,9.109,9.571,8.458,0.161,3.423,inf,0.707,0.324,0.036,-0.479,-0.130,0.332,0.126,3.388,inf,0.671,0.288,0.000,-0.515,-0.165,0.296
9.378,2.254,0.115,-8.636,-0.192,-0.116,-0.398,0.390,1.000,-0.285,8.351,8.619,11.819,670032116.645,8.999,8.631,8.479,8.217,8.329,8.700,9.647,12.847,670032117.672,10.027,9.659,9.206,9.244,9.356,9.728,8.943,0.616,3.816,inf,0.996,0.627,0.476,0.213,0.325,0.697,0.580,3.780,inf,0.960,0.592,0.440,0.177,0.289,0.661
9.531,1.088,0.786,-8.838,0.353,-0.064,-0.301,0.673,1.000,-1.678,7.161,7.610,11.063,120204997.768,8.538,7.840,7.467,6.991,7.322,7.917,9.981,13.434,120205000.139,10.909,10.211,9.537,9.362,9.693,10.288,9.061,-0.080,3.372,inf,0.848,0.150,-0.223,-0.699,-0.369,0.227,-0.116,3.337,inf,0.812,0.114,-0.259,-0.735,-0.405,0.191
